date,home_team,away_team,home_team_ar,away_team_ar,home_score,away_score,tournament,tournament_ar,city,country,country_ar,neutral,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
01/12/1954,England,Germany,إنجلترا,ألمانيا,3,1,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,1,12,1954,2,-2,4,721,1,1,England,Germany,4,2,0.17263,0.16732,6,winner,loser
19/12/1954,Portugal,Germany,البرتغال,ألمانيا,0,3,Friendly,مبارة ودية,Oeiras,Portugal,البرتغال,FALSE,19,12,1954,-3,3,3,722,1,1,Portugal,Germany,4,3,0.5382,0.43509,6,loser,winner
09/03/1955,Argentina,Ecuador,الأرجنتين,الاكوادور,4,0,Copa Am√©rica,كوبا أميركا,Santiago,Chile,تشيلي,TRUE,9,3,1955,4,-4,4,723,1,0,Argentina,Ecuador,5,4,0.60214,0.15932,6,winner,loser
13/03/1955,Netherlands,Denmark,هولندا,الدنمارك,1,1,Friendly,مبارة ودية,Amsterdam,Netherlands,هولندا,FALSE,13,3,1955,0,0,2,724,1,1,Netherlands,Denmark,5,0,0.7617,0.83308,6,draw,draw
17/03/1955,Spain,France,إسبانيا,فرنسا,1,2,Friendly,مبارة ودية,Madrid,Spain,إسبانيا,FALSE,17,3,1955,-1,1,3,725,1,0,Spain,France,5,1,0.48101,0.6358,6,loser,winner
23/03/1955,Ecuador,Uruguay,الاكوادور,أوروغواي,1,5,Copa Am√©rica,كوبا أميركا,Santiago,Chile,تشيلي,TRUE,23,3,1955,-4,4,6,726,0,1,Ecuador,Uruguay,5,4,0.82798,0.87446,6,loser,winner
27/03/1955,Argentina,Uruguay,الأرجنتين,أوروغواي,6,1,Copa Am√©rica,كوبا أميركا,Santiago,Chile,تشيلي,TRUE,27,3,1955,5,-5,7,727,1,1,Argentina,Uruguay,5,5,0.46336,0.5617,6,winner,loser
03/04/1955,Netherlands,Belgium,هولندا,بلجيكا,1,0,Friendly,مبارة ودية,Amsterdam,Netherlands,هولندا,FALSE,3,4,1955,1,-1,1,728,1,1,Netherlands,Belgium,5,1,0.54965,0.83378,6,winner,loser
15/05/1955,France,England,فرنسا,إنجلترا,1,0,Friendly,مبارة ودية,Colombes,France,فرنسا,FALSE,15,5,1955,1,-1,1,729,0,1,France,England,5,1,0.97066,0.4796,6,winner,loser
18/05/1955,Spain,England,إسبانيا,إنجلترا,1,1,Friendly,مبارة ودية,Madrid,Spain,إسبانيا,FALSE,18,5,1955,0,0,2,730,1,1,Spain,England,5,0,0.14964,0.02991,6,draw,draw
19/05/1955,Netherlands,Switzerland,هولندا,سويسرا,4,1,Friendly,مبارة ودية,Rotterdam,Netherlands,هولندا,FALSE,19,5,1955,3,-3,5,731,1,0,Netherlands,Switzerland,5,3,0.04027,0.49467,6,winner,loser
22/05/1955,Portugal,England,البرتغال,إنجلترا,3,1,Friendly,مبارة ودية,Porto,Portugal,البرتغال,FALSE,22,5,1955,2,-2,4,732,1,1,Portugal,England,5,2,0.94565,0.01499,6,winner,loser
19/06/1955,Switzerland,Spain,سويسرا,إسبانيا,0,3,Friendly,مبارة ودية,Geneva,Switzerland,سويسرا,FALSE,19,6,1955,-3,3,3,733,0,1,Switzerland,Spain,5,3,0.73199,0.47,6,loser,winner
02/10/1955,Denmark,England,الدنمارك,إنجلترا,1,5,Friendly,مبارة ودية,Copenhagen,Denmark,الدنمارك,FALSE,2,10,1955,-4,4,6,734,1,1,Denmark,England,5,4,0.60455,0.16597,6,loser,winner
09/10/1955,Switzerland,France,سويسرا,فرنسا,1,2,Friendly,مبارة ودية,Basel,Switzerland,سويسرا,FALSE,9,10,1955,-1,1,3,735,0,0,Switzerland,France,5,1,0.47529,0.18431,6,loser,winner
16/10/1955,Netherlands,Belgium,هولندا,بلجيكا,2,2,Friendly,مبارة ودية,Rotterdam,Netherlands,هولندا,FALSE,16,10,1955,0,0,4,736,1,1,Netherlands,Belgium,5,0,0.70856,0.28485,6,draw,draw
22/10/1955,Wales,England,ويلز,إنجلترا,2,1,British Championship, البطولة البريطانية,Cardiff,Wales,ويلز,FALSE,22,10,1955,1,-1,3,737,0,1,Wales,England,5,1,0.46629,0.9474,6,winner,loser
30/11/1955,England,Spain,إنجلترا,إسبانيا,4,1,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,30,11,1955,3,-3,5,738,1,1,England,Spain,5,3,0.36908,0.93419,6,winner,loser
25/12/1955,Belgium,France,بلجيكا,فرنسا,2,1,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,25,12,1955,1,-1,3,739,1,0,Belgium,France,5,1,0.64531,0.92354,6,winner,loser
05/02/1956,Argentina,Brazil,الأرجنتين,البرازيل,0,1,Copa Am√©rica,كوبا أميركا,Montevideo,Uruguay,أوروغواي,TRUE,5,2,1956,-1,1,1,740,1,0,Argentina,Brazil,6,1,0.59316,0.23427,6,loser,winner
10/02/1956,Uruguay,Brazil,أوروغواي,البرازيل,0,0,Copa Am√©rica,كوبا أميركا,Montevideo,Uruguay,أوروغواي,FALSE,10,2,1956,0,0,0,741,1,0,Uruguay,Brazil,6,0,0.46837,0.48178,6,draw,draw
15/02/1956,Uruguay,Argentina,أوروغواي,الأرجنتين,1,0,Copa Am√©rica,كوبا أميركا,Montevideo,Uruguay,أوروغواي,FALSE,15,2,1956,1,-1,1,742,1,1,Uruguay,Argentina,6,1,0.86417,0.70605,6,winner,loser
26/02/1956,Mexico,Costa Rica,المكسيك,كوستا ريكا,1,1,Pan American Championship,بطولة عموم أميركا,Mexico City,Mexico,المكسيك,FALSE,26,2,1956,0,0,2,743,1,1,Mexico,Costa_Rica,6,0,0.55273,0.42031,6,draw,draw
06/03/1956,Argentina,Costa Rica,الأرجنتين,كوستا ريكا,4,3,Pan American Championship,بطولة عموم أميركا,Mexico City,Mexico,المكسيك,TRUE,6,3,1956,1,-1,7,744,1,1,Argentina,Costa_Rica,6,1,0.59414,0.72986,6,winner,loser
08/03/1956,Mexico,Brazil,المكسيك,البرازيل,1,2,Pan American Championship,بطولة عموم أميركا,Mexico City,Mexico,المكسيك,FALSE,8,3,1956,-1,1,3,745,1,0,Mexico,Brazil,6,1,0.40549,0.26859,6,loser,winner
11/03/1956,Belgium,Switzerland,بلجيكا,سويسرا,1,3,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,11,3,1956,-2,2,4,746,1,0,Belgium,Switzerland,6,2,0.48036,0.70661,6,loser,winner
13/03/1956,Brazil,Costa Rica,البرازيل,كوستا ريكا,7,1,Pan American Championship,بطولة عموم أميركا,Mexico City,Mexico,المكسيك,TRUE,13,3,1956,6,-6,8,747,0,1,Brazil,Costa_Rica,6,6,0.37717,0.12869,6,winner,loser
13/03/1956,Mexico,Argentina,المكسيك,الأرجنتين,0,0,Pan American Championship,بطولة عموم أميركا,Mexico City,Mexico,المكسيك,FALSE,13,3,1956,0,0,0,748,1,1,Mexico,Argentina,6,0,0.60739,0.10061,6,draw,draw
14/03/1956,Germany,Netherlands,ألمانيا,هولندا,1,2,Friendly,مبارة ودية,D√ºsseldorf,Germany,ألمانيا,FALSE,14,3,1956,-1,1,3,749,1,1,Germany,Netherlands,6,1,0.55225,0.95622,6,loser,winner
18/03/1956,Argentina,Brazil,الأرجنتين,البرازيل,2,2,Pan American Championship,بطولة عموم أميركا,Mexico City,Mexico,المكسيك,TRUE,18,3,1956,0,0,4,750,1,0,Argentina,Brazil,6,0,0.06904,0.34244,6,draw,draw
08/04/1956,Belgium,Netherlands,بلجيكا,هولندا,0,1,Friendly,مبارة ودية,Antwerp,Belgium,بلجيكا,FALSE,8,4,1956,-1,1,1,751,1,1,Belgium,Netherlands,6,1,0.73898,0.01921,6,loser,winner
08/04/1956,Portugal,Brazil,البرتغال,البرازيل,0,1,Friendly,مبارة ودية,Oeiras,Portugal,البرتغال,FALSE,8,4,1956,-1,1,1,752,1,0,Portugal,Brazil,6,1,0.58715,0.43029,6,loser,winner
11/04/1956,Switzerland,Brazil,سويسرا,البرازيل,1,1,Friendly,مبارة ودية,Z√ºrich,Switzerland,سويسرا,FALSE,11,4,1956,0,0,2,753,0,0,Switzerland,Brazil,6,0,0.68799,0.04102,6,draw,draw
09/05/1956,England,Brazil,إنجلترا,البرازيل,4,2,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,9,5,1956,2,-2,6,754,1,0,England,Brazil,6,2,0.58877,0.58157,6,winner,loser
26/05/1956,Germany,England,ألمانيا,إنجلترا,1,3,Friendly,مبارة ودية,Berlin,Germany,ألمانيا,FALSE,26,5,1956,-2,2,4,755,1,1,Germany,England,6,2,0.83668,0.21359,6,loser,winner
03/06/1956,Portugal,Spain,البرتغال,إسبانيا,3,1,Friendly,مبارة ودية,Oeiras,Portugal,البرتغال,FALSE,3,6,1956,2,-2,4,756,1,1,Portugal,Spain,6,2,0.56938,0.12759,6,winner,loser
24/06/1956,Brazil,Uruguay,البرازيل,أوروغواي,2,0,Atlantic Cup, كأس الأطلسي,Rio de Janeiro,Brazil,البرازيل,FALSE,24,6,1956,2,-2,2,757,0,1,Brazil,Uruguay,6,2,0.13732,0.24787,6,winner,loser
01/07/1956,Uruguay,Argentina,أوروغواي,الأرجنتين,1,2,Atlantic Cup, كأس الأطلسي,Montevideo,Uruguay,أوروغواي,FALSE,1,7,1956,-1,1,3,758,1,1,Uruguay,Argentina,6,1,0.0967,0.68189,6,loser,winner
08/07/1956,Argentina,Brazil,الأرجنتين,البرازيل,0,0,Atlantic Cup, كأس الأطلسي,Avellaneda,Argentina,الأرجنتين,FALSE,8,7,1956,0,0,0,759,1,0,Argentina,Brazil,6,0,0.09609,0.95842,6,draw,draw
15/09/1956,Switzerland,Netherlands,سويسرا,هولندا,2,3,Friendly,مبارة ودية,Lausanne,Switzerland,سويسرا,FALSE,15,9,1956,-1,1,5,760,0,1,Switzerland,Netherlands,6,1,0.19096,0.26924,6,loser,winner
10/10/1956,Uruguay,Argentina,أوروغواي,الأرجنتين,1,2,Friendly,مبارة ودية,Paysand√∫,Uruguay,أوروغواي,FALSE,10,10,1956,-1,1,3,761,1,1,Uruguay,Argentina,6,1,0.93775,0.27193,6,loser,winner
14/10/1956,Belgium,Netherlands,بلجيكا,هولندا,2,3,Friendly,مبارة ودية,Antwerp,Belgium,بلجيكا,FALSE,14,10,1956,-1,1,5,762,1,1,Belgium,Netherlands,6,1,0.41881,0.68537,6,loser,winner
31/10/1956,South Korea,United States,كوريا الجنوبية,الولايات المتحدة الأمريكية,1,0,Friendly,مبارة ودية,Seoul,South Korea,كوريا الجنوبية,FALSE,31,10,1956,1,-1,1,763,0,0,South_Korea,United_States,6,1,0.97089,0.60841,6,winner,loser
04/11/1956,Denmark,Netherlands,الدنمارك,هولندا,2,2,Friendly,مبارة ودية,Copenhagen,Denmark,الدنمارك,FALSE,4,11,1956,0,0,4,764,1,1,Denmark,Netherlands,6,0,0.89211,0.21865,6,draw,draw
11/11/1956,France,Belgium,فرنسا,بلجيكا,6,3,FIFA World Cup qualification, نصفيات كأس العالم,Colombes,France,فرنسا,FALSE,11,11,1956,3,-3,9,765,0,1,France,Belgium,6,3,0.27976,0.23053,6,winner,loser
14/11/1956,Argentina,Uruguay,الأرجنتين,أوروغواي,2,2,Friendly,مبارة ودية,Buenos Aires,Argentina,الأرجنتين,FALSE,14,11,1956,0,0,4,766,1,1,Argentina,Uruguay,6,0,0.80405,0.40949,6,draw,draw
14/11/1956,England,Wales,إنجلترا,ويلز,3,1,British Championship, البطولة البريطانية,London,England,إنجلترا,FALSE,14,11,1956,2,-2,4,767,1,0,England,Wales,6,2,0.24764,0.97825,6,winner,loser
21/11/1956,Germany,Switzerland,ألمانيا,سويسرا,1,3,Friendly,مبارة ودية,Frankfurt am Main,Germany,ألمانيا,FALSE,21,11,1956,-2,2,4,768,1,0,Germany,Switzerland,6,2,0.66512,0.79237,6,loser,winner
05/12/1956,England,Denmark,إنجلترا,الدنمارك,5,2,FIFA World Cup qualification, نصفيات كأس العالم,Wolverhampton,England,إنجلترا,FALSE,5,12,1956,3,-3,7,769,1,1,England,Denmark,6,3,0.19962,0.12351,6,winner,loser
23/12/1956,Germany,Belgium,ألمانيا,بلجيكا,4,1,Friendly,مبارة ودية,Cologne,Germany,ألمانيا,FALSE,23,12,1956,3,-3,5,770,1,1,Germany,Belgium,6,3,0.9268,0.36186,6,winner,loser
30/01/1957,Spain,Netherlands,إسبانيا,هولندا,5,1,Friendly,مبارة ودية,Madrid,Spain,إسبانيا,FALSE,30,1,1957,4,-4,6,771,1,1,Spain,Netherlands,7,4,0.7798,0.80193,6,winner,loser
07/03/1957,Ecuador,Uruguay,الاكوادور,أوروغواي,2,5,Copa Am√©rica,كوبا أميركا,Lima,Peru,بيرو,TRUE,7,3,1957,-3,3,7,772,0,1,Ecuador,Uruguay,7,3,0.69797,0.97947,6,loser,winner
10/03/1957,Spain,Switzerland,إسبانيا,سويسرا,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Madrid,Spain,إسبانيا,FALSE,10,3,1957,0,0,4,773,1,0,Spain,Switzerland,7,0,0.18374,0.23682,6,draw,draw
17/03/1957,Argentina,Ecuador,الأرجنتين,الاكوادور,3,0,Copa Am√©rica,كوبا أميركا,Lima,Peru,بيرو,TRUE,17,3,1957,3,-3,3,774,1,0,Argentina,Ecuador,7,3,0.04898,0.76519,6,winner,loser
20/03/1957,Argentina,Uruguay,الأرجنتين,أوروغواي,4,0,Copa Am√©rica,كوبا أميركا,Lima,Peru,بيرو,TRUE,20,3,1957,4,-4,4,775,1,1,Argentina,Uruguay,7,4,0.67682,0.52811,6,winner,loser
21/03/1957,Brazil,Ecuador,البرازيل,الاكوادور,7,1,Copa Am√©rica,كوبا أميركا,Lima,Peru,بيرو,TRUE,21,3,1957,6,-6,8,776,0,0,Brazil,Ecuador,7,6,0.01064,0.07465,6,winner,loser
28/03/1957,Brazil,Uruguay,البرازيل,أوروغواي,2,3,Copa Am√©rica,كوبا أميركا,Lima,Peru,بيرو,TRUE,28,3,1957,-1,1,5,777,0,1,Brazil,Uruguay,7,1,0.73555,0.15064,6,loser,winner
31/03/1957,Belgium,Spain,بلجيكا,إسبانيا,0,5,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,31,3,1957,-5,5,5,778,1,1,Belgium,Spain,7,5,0.88938,0.10642,6,loser,winner
03/04/1957,Argentina,Brazil,الأرجنتين,البرازيل,3,0,Copa Am√©rica,كوبا أميركا,Lima,Peru,بيرو,TRUE,3,4,1957,3,-3,3,779,1,0,Argentina,Brazil,7,3,0.82348,0.83591,6,winner,loser
03/04/1957,Netherlands,Germany,هولندا,ألمانيا,1,2,Friendly,مبارة ودية,Amsterdam,Netherlands,هولندا,FALSE,3,4,1957,-1,1,3,780,1,1,Netherlands,Germany,7,1,0.3809,0.02525,6,loser,winner
07/04/1957,Mexico,United States,المكسيك,الولايات المتحدة الأمريكية,6,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,7,4,1957,6,-6,6,781,1,0,Mexico,United_States,7,6,0.4034,0.50679,6,winner,loser
28/04/1957,Netherlands,Belgium,هولندا,بلجيكا,1,1,Friendly,مبارة ودية,Amsterdam,Netherlands,هولندا,FALSE,28,4,1957,0,0,2,782,1,1,Netherlands,Belgium,7,0,0.51479,0.54975,6,draw,draw
28/04/1957,United States,Mexico,الولايات المتحدة الأمريكية,المكسيك,2,7,FIFA World Cup qualification, نصفيات كأس العالم,Long Beach,United States,الولايات المتحدة الأمريكية,FALSE,28,4,1957,-5,5,9,783,0,1,United_States,Mexico,7,5,0.89036,0.92767,6,loser,winner
15/05/1957,Denmark,England,الدنمارك,إنجلترا,1,4,FIFA World Cup qualification, نصفيات كأس العالم,Copenhagen,Denmark,الدنمارك,FALSE,15,5,1957,-3,3,5,784,1,1,Denmark,England,7,3,0.59772,0.20402,6,loser,winner
23/05/1957,Uruguay,Argentina,أوروغواي,الأرجنتين,0,0,Copa Newton,كأس نيوتن,Montevideo,Uruguay,أوروغواي,FALSE,23,5,1957,0,0,0,785,1,1,Uruguay,Argentina,7,0,0.93714,0.15437,6,draw,draw
05/06/1957,Argentina,Uruguay,الأرجنتين,أوروغواي,1,1,Copa Lipton, كأس ليبتون,Buenos Aires,Argentina,الأرجنتين,FALSE,5,6,1957,0,0,2,786,1,1,Argentina,Uruguay,7,0,0.56185,0.93081,6,draw,draw
11/06/1957,Brazil,Portugal,البرازيل,البرتغال,2,1,Friendly,مبارة ودية,Rio de Janeiro,Brazil,البرازيل,FALSE,11,6,1957,1,-1,3,787,0,1,Brazil,Portugal,7,1,0.92114,0.26855,6,winner,loser
16/06/1957,Brazil,Portugal,البرازيل,البرتغال,3,0,Friendly,مبارة ودية,S√£o Paulo,Brazil,البرازيل,FALSE,16,6,1957,3,-3,3,788,0,1,Brazil,Portugal,7,3,0.31029,0.64714,6,winner,loser
22/06/1957,Canada,United States,كندا,الولايات المتحدة الأمريكية,5,1,FIFA World Cup qualification, نصفيات كأس العالم,Toronto,Canada,كندا,FALSE,22,6,1957,4,-4,6,789,0,0,Canada,United_States,7,4,0.78174,0.14163,6,winner,loser
30/06/1957,Mexico,Canada,المكسيك,كندا,3,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,30,6,1957,3,-3,3,790,1,0,Mexico,Canada,7,3,0.91683,0.32666,6,winner,loser
03/07/1957,Mexico,Canada,المكسيك,كندا,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,3,7,1957,2,-2,2,791,1,0,Mexico,Canada,7,2,0.39588,0.33554,6,winner,loser
06/07/1957,United States,Canada,الولايات المتحدة الأمريكية,كندا,2,3,FIFA World Cup qualification, نصفيات كأس العالم,St. Louis,United States,الولايات المتحدة الأمريكية,FALSE,6,7,1957,-1,1,5,792,0,0,United_States,Canada,7,1,0.2813,0.45616,6,loser,winner
07/07/1957,Brazil,Argentina,البرازيل,الأرجنتين,1,2,Copa Roca, كأس روكا,Rio de Janeiro,Brazil,البرازيل,FALSE,7,7,1957,-1,1,3,793,0,1,Brazil,Argentina,7,1,0.21322,0.70301,6,loser,winner
10/07/1957,Brazil,Argentina,البرازيل,الأرجنتين,2,0,Copa Roca, كأس روكا,S√£o Paulo,Brazil,البرازيل,FALSE,10,7,1957,2,-2,2,794,0,1,Brazil,Argentina,7,2,0.90567,0.09878,6,winner,loser
19/10/1957,Wales,England,ويلز,إنجلترا,0,4,British Championship, البطولة البريطانية,Cardiff,Wales,ويلز,FALSE,19,10,1957,-4,4,4,795,0,1,Wales,England,7,4,0.99429,0.26346,6,loser,winner
20/10/1957,Mexico,Costa Rica,المكسيك,كوستا ريكا,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,20,10,1957,2,-2,2,796,1,1,Mexico,Costa_Rica,7,2,0.95063,0.62927,6,winner,loser
27/10/1957,Belgium,France,بلجيكا,فرنسا,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Brussels,Belgium,بلجيكا,FALSE,27,10,1957,0,0,0,797,1,0,Belgium,France,7,0,0.00313,0.28238,6,draw,draw
27/10/1957,Costa Rica,Mexico,كوستا ريكا,المكسيك,1,1,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,FALSE,27,10,1957,0,0,2,798,1,1,Costa_Rica,Mexico,7,0,0.9159,0.54965,6,draw,draw
17/11/1957,Netherlands,Belgium,هولندا,بلجيكا,5,2,Friendly,مبارة ودية,Rotterdam,Netherlands,هولندا,FALSE,17,11,1957,3,-3,7,799,1,1,Netherlands,Belgium,7,3,0.14058,0.64032,6,winner,loser
24/11/1957,Switzerland,Spain,سويسرا,إسبانيا,1,4,FIFA World Cup qualification, نصفيات كأس العالم,Lausanne,Switzerland,سويسرا,FALSE,24,11,1957,-3,3,5,800,0,1,Switzerland,Spain,7,3,0.6803,0.75514,6,loser,winner
27/11/1957,England,France,إنجلترا,فرنسا,4,0,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,27,11,1957,4,-4,4,801,1,0,England,France,7,4,0.26352,0.62388,6,winner,loser
02/03/1958,Belgium,Germany,بلجيكا,ألمانيا,0,2,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,2,3,1958,-2,2,2,802,1,1,Belgium,Germany,8,2,0.78104,0.25314,6,loser,winner
13/03/1958,France,Spain,فرنسا,إسبانيا,2,2,Friendly,مبارة ودية,Paris,France,فرنسا,FALSE,13,3,1958,0,0,4,803,0,1,France,Spain,8,0,0.77385,0.63217,6,draw,draw
19/03/1958,Germany,Spain,ألمانيا,إسبانيا,2,0,Friendly,مبارة ودية,Frankfurt am Main,Germany,ألمانيا,FALSE,19,3,1958,2,-2,2,804,1,1,Germany,Spain,8,2,0.38933,0.95427,6,winner,loser
06/04/1958,Uruguay,Argentina,أوروغواي,الأرجنتين,1,0,Friendly,مبارة ودية,Montevideo,Uruguay,أوروغواي,FALSE,6,4,1958,1,-1,1,805,1,1,Uruguay,Argentina,8,1,0.97584,0.48532,6,winner,loser
13/04/1958,Belgium,Netherlands,بلجيكا,هولندا,2,7,Friendly,مبارة ودية,Antwerp,Belgium,بلجيكا,FALSE,13,4,1958,-5,5,9,806,1,1,Belgium,Netherlands,8,5,0.10617,0.78373,6,loser,winner
13/04/1958,Spain,Portugal,إسبانيا,البرتغال,1,0,Friendly,مبارة ودية,Madrid,Spain,إسبانيا,FALSE,13,4,1958,1,-1,1,807,1,1,Spain,Portugal,8,1,0.41279,0.72863,6,winner,loser
16/04/1958,France,Switzerland,فرنسا,سويسرا,0,0,Friendly,مبارة ودية,Paris,France,فرنسا,FALSE,16,4,1958,0,0,0,808,0,0,France,Switzerland,8,0,0.59625,0.12439,6,draw,draw
30/04/1958,Argentina,Uruguay,الأرجنتين,أوروغواي,2,0,Friendly,مبارة ودية,Buenos Aires,Argentina,الأرجنتين,FALSE,30,4,1958,2,-2,2,809,1,1,Argentina,Uruguay,8,2,0.82275,0.9142,6,winner,loser
07/05/1958,England,Portugal,إنجلترا,البرتغال,2,1,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,7,5,1958,1,-1,3,810,1,1,England,Portugal,8,1,0.94535,0.27377,6,winner,loser
25/05/1958,Denmark,Poland,الدنمارك,بولندا,3,2,Friendly,مبارة ودية,Copenhagen,Denmark,الدنمارك,FALSE,25,5,1958,1,-1,5,811,1,0,Denmark,Poland,8,1,0.5275,0.93833,6,winner,loser
26/05/1958,Switzerland,Belgium,سويسرا,بلجيكا,0,2,Friendly,مبارة ودية,Z√ºrich,Switzerland,سويسرا,FALSE,26,5,1958,-2,2,2,812,0,1,Switzerland,Belgium,8,2,0.30123,0.32589,6,loser,winner
08/06/1958,Argentina,Germany,الأرجنتين,ألمانيا,1,3,FIFA World Cup, كأس العالم,Malm√∂,Sweden,السويد,TRUE,8,6,1958,-2,2,4,813,1,1,Argentina,Germany,8,2,0.88584,0.09579,6,loser,winner
11/06/1958,Brazil,England,البرازيل,إنجلترا,0,0,FIFA World Cup, كأس العالم,Gothenburg,Sweden,السويد,TRUE,11,6,1958,0,0,0,814,0,1,Brazil,England,8,0,0.91246,0.71426,6,draw,draw
11/06/1958,Mexico,Wales,المكسيك,ويلز,1,1,FIFA World Cup, كأس العالم,Solna,Sweden,السويد,TRUE,11,6,1958,0,0,2,815,1,0,Mexico,Wales,8,0,0.00918,0.3723,6,draw,draw
19/06/1958,Brazil,Wales,البرازيل,ويلز,1,0,FIFA World Cup, كأس العالم,Gothenburg,Sweden,السويد,TRUE,19,6,1958,1,-1,1,816,0,0,Brazil,Wales,8,1,0.06958,0.66969,6,winner,loser
24/06/1958,Brazil,France,البرازيل,فرنسا,5,2,FIFA World Cup, كأس العالم,Solna,Sweden,السويد,TRUE,24,6,1958,3,-3,7,817,0,0,Brazil,France,8,3,0.02251,0.23211,6,winner,loser
28/06/1958,France,Germany,فرنسا,ألمانيا,6,3,FIFA World Cup, كأس العالم,Gothenburg,Sweden,السويد,TRUE,28,6,1958,3,-3,9,818,0,1,France,Germany,8,3,0.08452,0.30507,6,winner,loser
24/09/1958,Denmark,Germany,الدنمارك,ألمانيا,1,1,Friendly,مبارة ودية,Copenhagen,Denmark,الدنمارك,FALSE,24,9,1958,0,0,2,819,1,1,Denmark,Germany,8,0,0.89137,0.09501,6,draw,draw
28/09/1958,Belgium,Netherlands,بلجيكا,هولندا,2,3,Friendly,مبارة ودية,Antwerp,Belgium,بلجيكا,FALSE,28,9,1958,-1,1,5,820,1,1,Belgium,Netherlands,8,1,0.0418,0.86306,6,loser,winner
15/10/1958,Netherlands,Denmark,هولندا,الدنمارك,5,1,Friendly,مبارة ودية,Rotterdam,Netherlands,هولندا,FALSE,15,10,1958,4,-4,6,821,1,1,Netherlands,Denmark,8,4,0.51501,0.48064,6,winner,loser
26/10/1958,France,Germany,فرنسا,ألمانيا,2,2,Friendly,مبارة ودية,Colombes,France,فرنسا,FALSE,26,10,1958,0,0,4,822,0,1,France,Germany,8,0,0.29939,0.42365,6,draw,draw
02/11/1958,Netherlands,Switzerland,هولندا,سويسرا,2,0,Friendly,مبارة ودية,Rotterdam,Netherlands,هولندا,FALSE,2,11,1958,2,-2,2,823,1,0,Netherlands,Switzerland,8,2,0.97735,0.83142,6,winner,loser
26/11/1958,England,Wales,إنجلترا,ويلز,2,2,British Championship, البطولة البريطانية,Birmingham,England,إنجلترا,FALSE,26,11,1958,0,0,4,824,1,0,England,Wales,8,0,0.73231,0.05235,6,draw,draw
01/03/1959,France,Belgium,فرنسا,بلجيكا,2,2,Friendly,مبارة ودية,Colombes,France,فرنسا,FALSE,1,3,1959,0,0,4,825,0,1,France,Belgium,9,0,0.62148,0.76446,6,draw,draw
01/03/1959,Mexico,Costa Rica,المكسيك,كوستا ريكا,3,1,Friendly,مبارة ودية,Mexico City,Mexico,المكسيك,FALSE,1,3,1959,2,-2,4,826,1,1,Mexico,Costa_Rica,9,2,0.22076,0.63853,6,winner,loser
08/03/1959,Costa Rica,Mexico,كوستا ريكا,المكسيك,1,2,Friendly,مبارة ودية,San Jos√©,Costa Rica,كوستا ريكا,FALSE,8,3,1959,-1,1,3,827,1,1,Costa_Rica,Mexico,9,1,0.40756,0.16533,6,loser,winner
26/03/1959,Brazil,Uruguay,البرازيل,أوروغواي,3,1,Copa Am√©rica,كوبا أميركا,Buenos Aires,Argentina,الأرجنتين,TRUE,26,3,1959,2,-2,4,828,0,1,Brazil,Uruguay,9,2,0.49432,0.28449,6,winner,loser
30/03/1959,Argentina,Uruguay,الأرجنتين,أوروغواي,4,1,Copa Am√©rica,كوبا أميركا,Buenos Aires,Argentina,الأرجنتين,FALSE,30,3,1959,3,-3,5,829,1,1,Argentina,Uruguay,9,3,0.06736,0.20582,6,winner,loser
04/04/1959,Argentina,Brazil,الأرجنتين,البرازيل,1,1,Copa Am√©rica,كوبا أميركا,Buenos Aires,Argentina,الأرجنتين,FALSE,4,4,1959,0,0,2,830,1,0,Argentina,Brazil,9,0,0.51602,0.62488,6,draw,draw
19/04/1959,Netherlands,Belgium,هولندا,بلجيكا,2,2,Friendly,مبارة ودية,Amsterdam,Netherlands,هولندا,FALSE,19,4,1959,0,0,4,831,1,1,Netherlands,Belgium,9,0,0.2897,0.6544,6,draw,draw
13/05/1959,Brazil,England,البرازيل,إنجلترا,2,0,Friendly,مبارة ودية,Rio de Janeiro,Brazil,البرازيل,FALSE,13,5,1959,2,-2,2,832,0,1,Brazil,England,9,2,0.82295,0.7991,6,winner,loser
